MAIN_ID ID_NAME IDS ID_NGC ID_M ID_HD RA DEC OTYPE_V SP_TYPE PLX_VALUE Z_VALUE FLUX_V Distance_distance Distance_unit Distance_method
"HD   1815" "" "G 267-86|CD-27   101|Ci 20   25|CPD-27    24|EGM 100|GCRV 50304|GEN# +1.00001815|G 266-100|GJ    17.2|GJ  9011|HD   1815|HIC   1768|HIP   1768|LTT   190|2MASS J00222359-2701567|NLTT  1152|PLX   61|PLX   61.00|PPM 242772|SAO 166223|SRS   3095|TYC 6417-153-1|UBV     260|UBV M   7329|uvby98 100001815|WEB   317|YZC 13   108|YZ 117   108" "" "" "HD 1815" "00 22 23.6037" "-27 01 57.266" "High proper-motion Star" K2Vk: 34.630 0.0000030 8.3149995803833 28.8800 pc ST-L
"*   9 Cet" "" "V* BE Cet|*   9 Cet|** BUP    6A|BD-13    60|CCDM J00228-1212A|Ci 20   26|CMC  200228|CMC  147237|CSI-13    60  1|2E    77|2E 0020.3-1228|Gaia DR1 2423493364726020224|GC   452|GCRV   208|GEN# +1.00001835|GJ  9012|GJ    17.3|HD   1835|HIC   1803|HIP   1803|HR    88|IDS 00177-1246 A|IRAS 00203-1229|LTT   193|2MASS J00225174-1212340|NLTT  1171|PLX   62|PLX   62.00|PPM 208709|RBS    53|1RXS J002252.2-121233|SAO 147237|SKY#   648|SPOCS   15|SV* SVS  2591|TD1   187|TYC 5265-757-1|UBV     263|UBV M   7332|uvby98 100001835|WDS J00229-1213A|WEB   320|YZC 11    64|[GKL99]  15" "" "" "HD 1835" "00 22 51.7884" "-12 12 33.971" "Variable of BY Dra type" G2.5V 46.980 -0.0000080 6.389999866485596 "" "" ""
"HD   2025" "" "LHS  1067|CD-27   108|Ci 18   41|Ci 20   28|CPD-27    25|EGM 122|Gaia DR1 2322574689970470784|GC   479|GCRV   220|GEN# +1.00002025|G 266-107|G 267-96|GJ    18.0|GJ    18|HD   2025|HIC   1936|HIP   1936|LFT   40|LPM  20|LTT   213|2MASS J00242587-2701364|NLTT  1263|PLX   66|PLX   66.00|PM 00219-2718|PPM 242803|SAO 166242|SKY#   685|SPOCS   18|TYC 6417-161-1|UBV     294|UBV M   7352|uvby98 100002025|WEB   361|YZC 13   118|YZ 117   118" "" "" "HD 2025" "00 24 25.9333" "-27 01 36.380" "High proper-motion Star" K3V 55.900 0.0000110 7.915999889373779 18.2200 pc ST-L
"HD   2025" "" "LHS  1067|CD-27   108|Ci 18   41|Ci 20   28|CPD-27    25|EGM 122|Gaia DR1 2322574689970470784|GC   479|GCRV   220|GEN# +1.00002025|G 266-107|G 267-96|GJ    18.0|GJ    18|HD   2025|HIC   1936|HIP   1936|LFT   40|LPM  20|LTT   213|2MASS J00242587-2701364|NLTT  1263|PLX   66|PLX   66.00|PM 00219-2718|PPM 242803|SAO 166242|SKY#   685|SPOCS   18|TYC 6417-161-1|UBV     294|UBV M   7352|uvby98 100002025|WEB   361|YZC 13   118|YZ 117   118" "" "" "HD 2025" "00 24 25.9333" "-27 01 36.380" "High proper-motion Star" K3V 55.900 0.0000110 7.915999889373779 18.2200 pc ST-L
"* bet Hyi" "" "LHS     6|* bet Hyi|CD-77    15|Ci 20   31|CPC 21.3    43|CPD-77    16|CSV 100028|FAUST   12|FK5   11|GC   503|GCRV   232|GEN# +1.00002151|GJ    19|HD   2151|HIC   2021|HIP   2021|HR    98|IRAS 00235-7731|JP11   381|LFT   43|LPM  22|LTT   226|2MASS J00254416-7715157|N30   76|NLTT  1346|NSV   161|PLX   69|PLX   69.00|PM 00232-7732|PPM 366918|SAO 255670|SKY#   715|SPOCS   20|SV* ZI    21|TD1   212|TYC 9350-1626-1|UBV     309|UBV M   7368|uvby98 100002151|WEB   376|Zkh   9" "" "" "HD 2151" "00 25 45.0703" "-77 15 15.286" "High proper-motion Star" G0V 134.070 0.0000770 2.7899999618530273 "" "" ""
"* kap Phe" "" "* kap Phe|CD-44   101|CPC  0   171|CPD-44    47|GC   516|GCRV   236|GEN# +1.00002262|GJ    20|HD   2262|HIC   2072|HIP   2072|HR   100|IRAS 00237-4357|JP11   386|2MASS J00261219-4340475|PLX   72|PLX   72.00|PPM 304874|ROT    90|SAO 215092|SKY#   727|TD1   224|TYC 7530-978-1|UBV     322|UBV M   7378|uvby98 100002262|WEB   391" "" "" "HD 2262" "00 26 12.2018" "-43 40 47.392" "High proper-motion Star" A5IVn 42.000 0.0000380 3.940000057220459 "" "" ""
"GJ    21" "" "LTT 17100|AC +69   173|ASCC    1590|CSI+69-00240|Gaia DR1 530158015555928064|GALEX 6373378709854880755|GEN# +6.10010021|GEN# +6.00117100|GJ    21|GSC 04299-01728|HIC   2120|HIP   2120|LSPM J0026+7008|2MASS J00265268+7008326|MCC 357|NLTT  1403|PLX   70.0|PLX   70.01|PM J00268+7008|TYC 4299-1728-1|UBV M  42917|UCAC4 801-001162|USNO-B1.0 1601-00006732|[RHG95]    87" "" "" "" "00 26 52.7023" "+70 08 32.717" "High proper-motion Star" M1.0Ve 61.970 -0.0000850 10.54699993133545 "" "" ""
"BD+66    34A" "" "LHS   114|** MCY    1|** VYS    2A|ADS   433 AC|ADS   440 AC|BD+66    34A|CCDM J00325+6714A|GJ    22 A|GJ    22 C|IDS 00263+6642 A|LSPM J0032+6714N|LTT 10178|2MASS J00322970+6714080|NLTT  1707|PM J00324+6714|PMSC 00263+6642Aab|PMSC 00263+6642A|UCAC4 787-000993|WDS J00321+6715A|WDS J00321+6715Aa,Ab|Zkh  10|Zkh  12|[RHG95]    92" "" "" "" "00 32 29.4337" "+67 14 08.410" "High proper-motion Star" M2V "" "" 10.32699966430664 "" "" ""
"BD+66    34B" "" "LHS   115|** VYS    2B|ADS   433 B|ADS   440 B|ASCC   67257|BD+66    34B|CCDM J00325+6714B|CSI+66    34  3|GJ    22 B|IDS 00263+6642 B|LFT   48|LSPM J0032+6714S|LTT 10179|2MASS J00322979+6714043|NLTT  1708|PMSC 00263+6642B|TYC 4027-802-1|WDS J00321+6715B|Zkh  11|[RHG95]    93" "" "" "" "00 32 29.80" "+67 14 04.4" "High proper-motion Star" M3V "" "" 12.1899995803833 "" "" ""
"BD+66    34A" "" "LHS   114|** MCY    1|** VYS    2A|ADS   433 AC|ADS   440 AC|BD+66    34A|CCDM J00325+6714A|GJ    22 A|GJ    22 C|IDS 00263+6642 A|LSPM J0032+6714N|LTT 10178|2MASS J00322970+6714080|NLTT  1707|PM J00324+6714|PMSC 00263+6642Aab|PMSC 00263+6642A|UCAC4 787-000993|WDS J00321+6715A|WDS J00321+6715Aa,Ab|Zkh  10|Zkh  12|[RHG95]    92" "" "" "" "00 32 29.4337" "+67 14 08.410" "High proper-motion Star" M2V "" "" 10.32699966430664 "" "" ""
"Wolf    4" "" "G 132-3|AC +41    19-173|ASCC  374592|CSI+41-00302|CSI+41-00304|Gaia DR1 382248103615816832|GCRV 50478|G 172-5|G 171-63|GJ    22.1|GJ  9014|HIC   2604|HIP   2604|LSPM J0033+4200|LTT 10184|2MASS J00330551+4200050|MCC 218|NLTT  1766|PLX   92.1|PLX   92.10|StKM 2-39|TYC 2792-1939-1|UCAC2  46356330|UCAC4 661-002490|USNO-B1.0 1320-00010530|WEB   477|Wolf    4" "" "" "" "00 33 05.5546" "+42 00 05.320" "High proper-motion Star" M0V 29.470 0.0000100 10.911999702453613 "" "" ""
"HD   3158" "" "LTT   305|CD-53   109|CPC 19   155|CPD-53   117|FK5 1014|GC   683|GCRV   315|GEN# +1.00003158|GJ    22.2|GJ  9017|HD   3158|HIC   2711|HIP   2711|HR   140|2MASS J00342781-5222236|N30  111|NLTT  1862|PLX   96.1|PLX   96.10|PPM 330327|RAVE J003427.8-522223|SACS   8|SAO 232091|SKY#   923|TD1   304|TYC 8030-1170-1|UBV     438|UBV M   7480|uvby98 100003158|WEB   490" "" "" "HD 3158" "00 34 27.8319" "-52 22 23.127" "High proper-motion Star" F6V 39.240 0.0001200 5.570000171661377 1463.0000 kpc ST-L
"*  13 Cet" "" "V* BU Cet|*  13 Cet|** HO  212|** BU  490AB|ADS   490 AB|BD-04    62|CABS   5|CCABS   5|CCDM J00352-0336AB|Ci 20   37|CSI-04    62  1|CSV 100041|GC   696|GCRV   321|GEN# +1.00003196J|GJ    23|HD   3196|HIC   2762|HIP   2762|HR   142|IRAS 00327-0351|LTT   310|2MASS J00351484-0335343|N30  112|NLTT  1904|NSV   212|PLX   97|PMSC 00301-0409|PPM 182410|RBS    81|2RE J003514-033533|2RE J0035-033|RE J003517-033558|ROT   107|1RXS J003514.7-033535|SAO 128839|SBC7    19|SBC9 27|SBC9 2545|SKY#   936|SV* P    20|TD1   308|TYC 4675-1216-3|UBV     443|uvby98 100003196|WDS J00352-0336AB|WEB   498|YPAC  77|YZ  93   121|[HFE83]   19" "" "" "HD 3196" "00 35 14.8796" "-03 35 34.236" "Variable of RS CVn type" F7V+G4V 47.050 0.0000350 5.201000213623047 "" "" ""
"HD   3405" "" "HD   3405|** LDS   21A|CCDM J00364-4908A|CD-49   141|CPC  0   264|CPD-49    79|Gaia DR1 4974688407948326528|GC   730|GCRV 50537|GEN# +1.00003405|GJ    24 A|HIC   2888|HIP   2888|IDS 00318-4941 A|LTT   324|2MASS J00363798-4907564|NLTT  1992|PLX  102|PMSC 00318-4941A|PMSC 00318-4941Aab|PPM 305051|RBS    84|1RXS J003637.4-490747|SAO 215165|SBC7    22|SBC9 33|SKY#   972|TYC 8027-929-1|UBV     477|uvby98 100003405|WDS J00366-4908A|WEB   520" "" "" "HD 3405" "00 36 37.9765" "-49 07 56.371" "Spectroscopic binary" G3V 22.530 -0.0000060 6.78000020980835 "" "" ""
"HD   3359" "" "LTT   320|** LDS   21B|CCDM J00364-4908B|CD-49   138|CPC  0   260|CPD-49    77|GC   721|GCRV 50529|GEN# +1.00003359|GJ    24 B|HD   3359|HIC   2848|HIP   2848|IDS 00318-4941 B|2MASS J00360439-4907413|NLTT  1965|PLX   99.1|PLX   99.10|PMSC 00318-4941B|PPM 305041|SAO 215161|UBV     468|uvby98 100003359|WDS J00366-4908B|WEB   510" "" "" "HD 3359" "00 36 04.4092" "-49 07 41.282" "High proper-motion Star" G8V 22.610 -0.0000150 8.369999885559082 "" "" ""
"HD   3443" "" "HD   3443|** BU  395|ADS   520 AB|CCDM J00373-2446AB|CD-25   225|Ci 20   39|CPD-25    64|CSI-25   225 21|EGM 252|GC   741|GCRV   345|GEN# +1.00003443J|GJ    25|HIC   2941|HIP   2941|HR   159|IDS 00322-2519 AB|IRAS 00348-2502|LFT   55|LHS   118|LPM  31|LTT   328|2MASS J00372057-2446023|N30  124|PLX  104|PM 00348-2502|PPM 243033|SAO 166418|SBC9 1470|SKY#   987|UBV     481|uvby98 100003443|WDS J00373-2446AB|WEB   532|YZ 115   271|[B10]   127" "" "" "HD 3443" "00 37 20.7196" "-24 46 02.184" "Spectroscopic binary" K1V+G 64.930 0.0000620 5.570000171661377 "" "" ""
"CD-25   225A" "" "CD-25   225A|** BU  395A|ADS   520 A|CCDM J00373-2446A|CSI-25   225 22|GJ    25 A|IDS 00322-2519 A|TYC 6421-1924-1|WDS J00373-2446A" "" "" "" "00 37 20.730" "-24 46 02.43" "High proper-motion Star" "" "" "" 6.599999904632568 "" "" ""
"CD-25   225B" "" "CD-25   225B|** BU  395B|ADS   520 B|CCDM J00373-2446B|CSI-25   225 23|GJ    25 B|IDS 00322-2519 B|TYC 6421-1924-2|WDS J00373-2446B" "" "" "" "00 37 20.682" "-24 46 02.13" "High proper-motion Star" "" "" "" 6.199999809265137 "" "" ""
"Wolf 1056" "" "LHS   119|AC +31   719-0|AC +31   719|ASCC  550175|Ci 20   40|CSI+30-00362|GCRV   352|GEN# +9.80069010|G  69-10|G 132-11|GJ    26|LFT   57|LSPM J0038+3036|LTT 10219|2MASS J00385879+3036583|NLTT  2086|PLX  107|PLX  107.00|PM J00389+3036|PM 00362+3020|StKM 2-48|TYC 2275-678-1|UCAC2  42521550|USNO-B1.0 1206-00008667|WEB   546|Wolf 1056|[RHG95]   115" "" "" "" "00 38 59.043" "+30 36 58.47" "High proper-motion Star" M2.5V 80.100 0.0000290 11.239999771118164 "" "" ""
"*  54 Psc" "" "LHS  1116|*  54 Psc|** STT  550A|** LUH    3A|AG+20   54|ASCC  741016|BD+20    85|CCDM J00394+2115A|Ci 20   42|CSI+20    85  1|2E   109|2E 0036.8+2057|GC   778|GCRV   358|GEN# +1.00003651|GJ    27|HD   3651|HIC   3093|HIP   3093|HR   166|IDS 00341+2043 A|IRAS 00367+2058|JP11   400|LFT   59|LSPM J0039+2115|LTT 10224|2MASS J00392187+2115024|N30  130|NLTT  2118|NSV   245|PLX  110|PLX  110.00|PM 00368+2059|PPM  90012|SAO  74175|SKY#  1037|SPOCS   26|TYC 1193-2072-1|UBV     512|UBV M   7543|USNO-B1.0 1112-00008299|uvby98 100003651|WDS J00394+2115A|WEB   552|YZ  20   193|Zkh  13|[B10]   133" "" "" "HD 3651" "00 39 21.8058" "+21 15 01.708" "High proper-motion Star" K0.5V 90.420 -0.0001110 5.880000114440918 11.1070 pc ST-L
"CD-44   170" "" "LHS  1122|CD-44   170|ELAISC15 J003958-441511|Gaia DR1 4980466925668414208|GJ  9018|GJ    27.1|HIC   3143|HIP   3143|LFT   61|L  363-95|LPM  32|LTT   354|2MASS J00395880-4415117|NLTT  2181|PLX  115.1|PLX  115.10|PM J00399-4415|PM 00375-4432|Smethells 168|TYC 7531-1014-1|UCAC4 229-000672|[RHG95]   118" "" "" "" "00 39 58.8238" "-44 15 11.581" "High proper-motion Star" M0.5 42.340 0.0000410 11.401000022888184 23.9900 pc ST-L
"HD   3795" "" "LHS  1124|CD-24   263|Ci 20   45|Ci 18   87|CPD-24    60|EGM 307|Gaia DR1 2347427397969642496|GC   799|GCRV   368|GEN# +1.00003795|G 268-22|G 266-152|GJ    27.2|GJ  9019|GSC 06421-00824|HD   3795|HIC   3185|HIP   3185|HR   173|IRAS 00380-2404|LFT   62|LPM  33|LTT   357|2MASS J00403279-2348172|NLTT  2201|PLX  117|PLX  117.00|PM 00380-2404|PPM 243110|RAVE J004032.8-234818|SAO 166475|SKY#  1066|SPOCS   30|TYC 6421-824-1|UBV     534|UBV M   7558|uvby98 100003795|WEB   570|YZC 14   306|YZ 114   306" "" "" "HD 3795" "00 40 32.8167" "-23 48 17.526" "High proper-motion Star" K0VFe-1.5CH-1.3 34.620 -0.0001530 6.139999866485596 503.6190 kpc ST-L
"HD   3765" "" "LHS  1125|AG+39   68|ASCC  375132|BD+39   154|Ci 20   44|GC   800|GCRV   369|GEN# +1.00003765|G 132-15|GJ    28|HD   3765|HIC   3206|HIP   3206|LAL  1045|LFT   63|LSPM J0040+4011|LTT 10234|2MASS J00404929+4011133|NLTT  2203|PLX  116|PLX  116.00|PPM  43192|Pul -3   50053|RX J004048.8+401125|RX J0040.8+4011|1RXS J004050.7+401136|SAO  54074|SKY#  1071|SPOCS   32|TYC 2801-583-1|UBV     532|UBV M   7556|USNO-B1.0 1301-00011431|uvby98 100003765|WEB   573|Wolf   12|[KPM2002] G120.7352-22.6386|[SHL2001]  87|[SHP97]  95" "" "" "HD 3765" "00 40 49.2690" "+40 11 13.830" "High proper-motion Star" K2V 57.710 -0.0002110 7.360000133514404 "" "" ""
"HD   3823" "" "LHS  1123|CD-60   118|Ci 20   46|CPC 20   195|CPD-60    46|GC   801|GCRV 50594|GEN# +1.00003823|GJ    29|HD   3823|HIC   3170|HIP   3170|HR   176|LFT   64|LPM  34|LTT   362|2MASS J00402566-5927168|N30  136|NLTT  2207|PLX  120|PLX  120.00|PM 00381-5944|PPM 330421|SAO 232143|SKY#  1061|SPOCS   29|TD1   367|TYC 8472-1356-1|UBV     540|UBV M   7564|uvby98 100003823|WEB   567" "" "" "HD 3823" "00 40 25.6696" "-59 27 16.573" "High proper-motion Star" G0VFe-0.9CH-0.4 40.070 0.0000120 5.880000114440918 "" "" ""
"V* FF And" "" "V* FF And|** TOK   10A|ASCC  455781|BD+34   106|CABS   6|CCABS   6|2EUVE J0042+35.5|EUVE J0042+35.5|Gaia DR1 365548411774588288|GCRV 50616|GEN# +0.03400106|GJ  9022|GJ    29.1|GJ    29.1 A|GSC 02283-00026|HAT 163-00173|HIC   3362|HIP   3362|JP11   150|LSPM J0042+3532|LTT 10245|2MASS J00424820+3532554|MCC  87|NLTT  2314|PLX  125|PLX  125.00|PM J00428+3532|2RE J004245+353308|2RE J0042+353|RE J0042+353|RE J004248+353312|1RXS J004248.4+353257|SBC7    25|SBC9 38|StKM 2-57|TYC 2283-26-1|UBV     564|UCAC2  44247150|UCAC4 628-002360|USNO-B1.0 1255-00011193|WDS J00428+3533A|WEB   600|[GKL99]  25|[RHG95]   129" "" "" "" "00 42 48.2497" "+35 32 55.654" "Variable of BY Dra type" M1Ve+M1Ve 46.400 -0.0000020 10.428000450134277 19.0000 pc ST-L
"V* FF And" "" "V* FF And|** TOK   10A|ASCC  455781|BD+34   106|CABS   6|CCABS   6|2EUVE J0042+35.5|EUVE J0042+35.5|Gaia DR1 365548411774588288|GCRV 50616|GEN# +0.03400106|GJ  9022|GJ    29.1|GJ    29.1 A|GSC 02283-00026|HAT 163-00173|HIC   3362|HIP   3362|JP11   150|LSPM J0042+3532|LTT 10245|2MASS J00424820+3532554|MCC  87|NLTT  2314|PLX  125|PLX  125.00|PM J00428+3532|2RE J004245+353308|2RE J0042+353|RE J0042+353|RE J004248+353312|1RXS J004248.4+353257|SBC7    25|SBC9 38|StKM 2-57|TYC 2283-26-1|UBV     564|UCAC2  44247150|UCAC4 628-002360|USNO-B1.0 1255-00011193|WDS J00428+3533A|WEB   600|[GKL99]  25|[RHG95]   129" "" "" "" "00 42 48.2497" "+35 32 55.654" "Variable of BY Dra type" M1Ve+M1Ve 46.400 -0.0000020 10.428000450134277 19.0000 pc ST-L
"GJ    29.1 B" "" "GJ    29.1 B|** TOK   10B|2MASS J00424730+3532570|UCAC3 252-5243|WDS J00428+3533B" "" "" "" "00 42 47.289" "+35 32 56.87" Star "" "" "" "" "" "" ""
"BD+33    99" "" "G  69-15|** BUP  241A|AG+33   74|ASCC  550387|BD+33    99|CCDM J00435+3349A|Ci 20   49|Ci 18   90|Gaia DR1 362082304446866048|GCRV   393|GEN# +0.03300099|G 132-18|GJ    30|HIC   3418|HIP   3418|IDS 00382+3319 A|LSPM J0043+3350|LTT 10253|2MASS J00433289+3350412|MCC 361|NLTT  2366|PLX  130|PLX  130.00|PPM  65576|SAO  54108|StKM 2-58|TYC 2283-1056-1|UBV M   2341|UCAC2  43558620|UCAC4 620-002186|USNO-B1.0 1238-00013893|VVO  86|WDS J00435+3351A|WEB   605" "" "" "" "00 43 32.8582" "+33 50 40.417" "High proper-motion Star" K5-V 48.430 -0.0001210 9.057999610900879 "" "" ""
"* bet Cet" "NAME Diphda" "LTT   398|* bet Cet|*  16 Cet|1AXG J004337-1759|BD-18   115|CSV 100058|2E   163|2E 0041.0-1815|1ES 0041-18.2|2EUVE J0043-17.9|EUVE J0043-17.9|FK5   22|GC   865|GCRV   396|GEN# +1.00004128|GJ    31|HD   4128|HIC   3419|HIP   3419|HR   188|IRAS 00410-1815|IRC -20010|JP11   410|2MASS J00433536-1759117|N30  146|NAME Diphda|NLTT  2380|NSV   272|PLX  134|PLX  134.00|PMC 90-93    16|PPM 209214|RAFGL  106|RBS   103|2RE J004335-175907|2RE J0043-175|RE J0043-175|RE J004335-175912|ROT   127|RX J0043.5-1759|1RXS J004335.3-175911|SACS  11|SAO 147420|SKY#  1137|SV* ZI    38|TD1   399|TYC 5847-2333-1|UBV     582|WEB   604|YZ 108   175" "" "" "HD 4128" "00 43 35.3709" "-17 59 11.782" "High proper-motion Star" G9.5IIICH-1 33.860 0.0000440 2.009999990463257 "" "" ""
"* eta Phe" "" "* eta Phe|** HJ 3391A|CCDM J00434-5728A|CPC 20   211|CPD-58    42|CSI-58    42 41|FK5   23|GC   866|GCRV   397|GEN# +1.00004150A|GJ    31.1 A|GJ  9023 A|GSC 08469-01596|HD   4150|HIC   3405|HIP   3405|HR   191|IDS 00389-5801 A|JP11   412|2MASS J00432123-5727470|N30  147|PLX  137|PPM 330455|Renson 1130|SACS  10|SAO 232162|SKY#  1133|TD1   402|TYC 8469-1596-1|UBV     587|UBV M   7601|uvby98 100004150 A|WDS J00434-5728A|WEB   602" "" "" "HD 4150" "00 43 21.2384" "-57 27 47.007" Star A0IV 13.240 0.0000260 4.361000061035156 "" "" ""
"GJ    31.1 B" "" "GJ    31.1 B|** HJ 3391B|CCDM J00434-5728B|CPD-58    42B|CSI-58    42 42|DENIS J004319.6-572802|GJ  9023 B|IDS 00389-5801 B|2MASS J00431972-5728029|PLX  137.00B|UCAC3 66-1437|WDS J00434-5728B" "" "" "" "00 43 19.720" "-57 28 02.91" Star "" "" "" 11.5 "" "" ""
"BD-19   111" "" "G 268-37|** HDS   99|** LDS 3195A|BD-19   111|CCDM J00446-1857AD|EGM 344|GCRV   405|GEN# -0.01900111A|GEN# -0.01900111B|GJ  9025|GJ    31.2|GJ    31.2 A|HIC   3493|HIP   3493|LTT   413|2MASS J00443713-1856485|MCC  88|NLTT  2439|NSV   282|PLX  140|PM J00446-1856|PPM 709814|StKM 2-60|TYC 5849-610-1|UBV M   5521|UCAC4 356-000883|WDS J00446-1856Aa,Ab|WEB   618|[RHG95]   139" "" "" "" "00 44 37.1500" "-18 56 48.202" "High proper-motion Star" K7V 31.810 0.0000900 10.722000122070312 "" "" ""
"BD-19   111" "" "G 268-37|** HDS   99|** LDS 3195A|BD-19   111|CCDM J00446-1857AD|EGM 344|GCRV   405|GEN# -0.01900111A|GEN# -0.01900111B|GJ  9025|GJ    31.2|GJ    31.2 A|HIC   3493|HIP   3493|LTT   413|2MASS J00443713-1856485|MCC  88|NLTT  2439|NSV   282|PLX  140|PM J00446-1856|PPM 709814|StKM 2-60|TYC 5849-610-1|UBV M   5521|UCAC4 356-000883|WDS J00446-1856Aa,Ab|WEB   618|[RHG95]   139" "" "" "" "00 44 37.1500" "-18 56 48.202" "High proper-motion Star" K7V 31.810 0.0000900 10.722000122070312 "" "" ""
"LP  766-10" "" "GJ    31.2 B|** LDS 3195C|CCDM J00446-1857C|LP  766-10|2MASS J00443497-1857060|NLTT  2437|WDS J00446-1856C|[GKL99]  27|[RHG95]   140" "" "" "" "00 44 34.97" "-18 57 06.1" "Flare Star" M4.5 "" "" 15.899999618530273 "" "" ""
"HD   4247" "" "HD   4247|BD-22   127|CD-22   239|CPD-22    77|GC   889|GCRV   406|GEN# +1.00004247|GJ    31.3|GJ  9026|GSC 05849-02437|HIC   3505|HIP   3505|HR   197|IRAS 00422-2216|2MASS J00444439-2200219|PLX  143|PLX  143.00|PPM 243183|PS 1-41|RBS   107|ROT   133|1RXS J004444.9-220031|SAO 166528|SGPA 110|SKY#  1161|TD1   222|TYC 5849-2437-1|UBV     605|UBV M   7612|uvby98 100004247|WEB   620|YZ 112   342" "" "" "HD 4247" "00 44 44.3955" "-22 00 22.088" "High proper-motion Star" F3VFe-1 37.390 0.0000390 5.21999979019165 "" "" ""
"HD   4256" "" "LHS  1141|AG+01   87|ASCC 1094529|BD+01   131|Ci 18   98|Ci 20   52|EPIC 220260370|Gaia DR1 2549518150551364864|GC   896|GCRV   409|GEN# +1.00004256|G   1-20|G  70-7|GJ  9027|GJ    31.4|HD   4256|HIC   3535|HIP   3535|LFT   70|LSPM J0045+0147|LTT 10262|2MASS J00450489+0147077|NLTT  2471|PLX  144|PLX  144.00|PM 00425+0131|PPM 143849|SAO 109432|SKY#  1172|SPOCS   37|TYC   11-343-1|UBV     606|UBV M   7614|UCAC2  32303769|USNO-B1.0 0917-00008026|WEB   624|YZC 21   128|YZ   0  2735|YZ   1   182" "" "" "HD 4256" "00 45 04.8939" "+01 47 07.878" "High proper-motion Star" K3V 44.620 0.0000320 8.00100040435791 21.5700 pc ST-L
"HD   4308" "" "LHS  1139|CD-66    38|Ci 20   53|CPC 21   127|CPD-66    53|Gaia DR1 4708607624818458880|GC   897|GCRV 50662|GEN# +1.00004308|GJ    31.5|GJ  9028|HD   4308|HIC   3497|HIP   3497|LFT   71|LPM  40|LTT   416|2MASS J00443925-6538581|NLTT  2469|PLX  145|PLX  145.00|PM 00425-6555|PPM 352003|SAO 248244|SKY#  1158|SPOCS   35|TYC 8847-598-1|UBV     617|UBV M   7622|uvby98 100004308|WEB   617" "" "" "HD 4308" "00 44 39.2672" "-65 38 58.277" "High proper-motion Star" G6VFe-0.9 45.400 0.0003180 6.552000045776367 22.0600 pc ST-L
"HD   4378A" "" "LTT   429|** HJ 3395A|CCDM J00458-4155A|CD-42   249A|CPC  0   340|CPD-42    68A|CSI-42   249 23|GCRV   245 E|GEN# +1.00004378A|GJ    32 A|HD   4378A|IDS 00410-4227 A|2MASS J00454828-4154330|NLTT  2530|SAO 215233|TYC 7535-851-1|WDS J00458-4155A" "" "" "HD 4378A" "00 45 48.2871" "-41 54 33.096" "High proper-motion Star" K5Ve 62.410 -0.0000880 8.369999885559082 "" "" ""
"HD   4378B" "" "LTT   430|** HJ 3395B|CCDM J00458-4155B|CD-42   249B|CPC  0   339|CPD-42    68B|CSI-42   249 22|GC   919|GCRV   246 E|GJ    32 B|HD   4378B|IDS 00410-4227 B|2MASS J00454870-4154345|NLTT  2529|SAO 215231|TYC 7535-851-2|WDS J00458-4155B|WEB   638" "" "" "HD 4378B" "00 45 48.720" "-41 54 34.69" "High proper-motion Star" K7Ve "" -0.0000750 8.928000450134277 "" "" ""
"HD   4628" "" "LHS   121|** BUP   10A|AG+05   87|ASCC 1001742|BD+04   123|CCDM J00483+0516A|Ci 20   55|CSI+04   123  1|EPIC 220429217|2EUVE J0048+05.2|EUVE J0048+05.3|EUVE J0048+05.2|FK5 1019|GAT  131|GC   959|GCRV   445|GEN# +1.00004628|GJ    33|HD   4628|HIC   3765|HIP   3765|HR   222|IDS 00431+0446 A|IRAS 00457+0500|JP11   421|LAL  1299|LFT   73|LSPM J0048+0516|LTT 10285|2MASS J00482303+0516497|N30  162|NLTT  2668|8pc 134.04|PLX  156|PLX  156.00|PMC 90-93   663|PM 00458+0501|PPM 143910|SAO 109471|SKY#  1245|SPOCS   40|TD1   447|TYC   17-1398-1|UBV     655|UBV M   7661|USNO-B1.0 0952-00007478|uvby98 100004628|WDS J00484+0517A|WEB   670|Wolf   25|YZ   5   204|Zkh  14|[HFE83]   28" "" "" "HD 4628" "00 48 22.9766" "+05 16 50.212" "High proper-motion Star" K2.5V 134.140 -0.0000340 5.739999771118164 7.4600 pc ST-L
"* eta Cas A" "" "BD+57   150A|* eta Cas A|** STF   60A|ADS   671 A|CCDM J00491+5749A|GJ    34 A|HD   4614A|2MASS J00490622+5748545|8pc 167.99A|TYC 3663-2669-1|WDS J00491+5749A" "" "" "HD 4614A" "00 49 05.145" "+57 48 59.40" Star F9V "" "" 3.5199999809265137 "" "" ""
"* eta Cas B" "" "LHS   122|* eta Cas B|** STF   60B|ADS   671 B|ASCC  159210|BD+57   150B|CCDM J00491+5749B|CSI+57   150  9|GCRV   448|GEN# +1.00004614B|GJ    34 B|HD   4614B|LFT   75|LSPM J0049+5749|LTT 10288|2MASS J00490516+5749037|NLTT  2689|8pc 167.99B|ROT  3535|TYC 3663-2669-2|USNO-B1.0 1478-00036287|WDS J00491+5749B|WEB   678|Zkh  16|[RHG95]   156" "" "" "HD 4614B" "00 49 05.167" "+57 49 03.77" "High proper-motion Star" K7Ve "" 0.0000370 7.510000228881836 "" "" ""
