MAIN_ID ID_NAME IDS ID_NGC ID_M ID_HD RA DEC OTYPE_V SP_TYPE PLX_VALUE Z_VALUE FLUX_V Distance_distance Distance_unit Distance_method
"HD   7621" "" "LTT   693|CD-65    60|CPC 21   211|CPD-65   125|Gaia DR1 4706126027074582144|GEN# +1.00007621|GJ    54.3|GJ  9047|HD   7621|HIC   5817|HIP   5817|2MASS J01144046-6445510|NLTT  4177|PLX  259|PLX  259.00|PPM 352289|SAO 248339|TYC 8852-474-1|UBV    1349|UBV M   8063|uvby98 100007621" "" "" "HD 7621" "01 14 40.4574" "-64 45 51.114" "High proper-motion Star" K0IV/V 17.450 0.0001870 9.039999961853027 "" "" ""
"G  69-62" "" "G  69-62|AC +25  4674|AC +25  4674-0|AG+25  128|ASCC  650837|Ci 20   90|CSI+25-01138|Gaia DR1 294517795956289664|GJ    55.2|GJ  9048|HIC   5957|HIP   5957|LSPM J0116+2519|LTT 10462|2MASS J01163929+2519535|MCC 369|NLTT  4240|PPM  90627|StKM 2-107|TYC 1750-2126-1|UBV    1350|UBV M  42427|UBV M  42999|UCAC2  40629202|UCAC4 577-002763|USNO-B1.0 1153-00016644|WEB  1356|[HFE83]   65|[RHG95]   247" "" "" "" "01 16 39.3583" "+25 19 53.321" "High proper-motion Star" M0V 41.850 -0.0000800 10.067999839782715 23.6400 pc ST-L
"* kap Tuc" "" "CCDM J01157-6852AB|* kap Tuc|** HJ 3423AB|CD-69    52|Ci 20   91|CPC 21.1   188|CPD-69    45|CSI-69    45 43|GEN# +1.00007788J|GJ    55.3|GJ  9049|HD   7788|HIC   5896|HIP   5896|HR   377|IRAS 01140-6908|JP11   488|2MASS J01154602-6852331|PLX  264|PPM 352298|RBS   171|RX J011545.7-685221|1RXS J011545.7-685221|SKY#  1911|TD1   740|UBV    1374|UBV    1375|uvby98 100007788|WDS J01158-6853AB|WEB  1340" "" "" "HD 7788" "01 15 46.1622" "-68 52 33.335" "Double or multiple star" F6V+K1V 47.720 0.0000260 4.25 "" "" ""
"* kap Tuc A" "" "LTT   706|* kap Tuc A|** HJ 3423A|CCDM J01157-6852A|CSI-69    45 42|GC  1536|GCRV   735|GEN# +1.00007788A|GJ  9049 A|GJ    55.3 A|GSC 09136-01760|HD   7788A|N30  262|NLTT  4258|NSV   454|PMSC 01124-6924A|ROT   193|SAO 248346|TYC 9136-1759-2|WDS J01158-6853A" "" "" "HD 7788A" "01 15 46.151" "-68 52 33.51" "High proper-motion Star" F6V "" 0.0000250 4.860000133514404 "" "" ""
"* kap Tuc B" "" "LTT   707|* kap Tuc B|** HJ 3423B|CCDM J01157-6852B|CD-69    52B|CPD-69    45B|CSI-69    45 41|GC  1535|GJ    55.3 B|GJ  9049 B|GSC 09136-01759|HD   7788B|N30  261|NLTT  4259|PMSC 01124-6924B|SAO 248345|TYC 9136-1759-1|WDS J01158-6853B" "" "" "HD 7788B" "01 15 45.580" "-68 52 29.55" "High proper-motion Star" K1V "" 0.0000280 7.579999923706055 "" "" ""
"LHS  1228" "" "LHS  1228|AC -14   789-106|CSI-13-01158|DENIS J011816.0-125358|DENIS J011816.0-125359|Gaia DR1 2456594643316646784|GALEX 6380485951940987034|G 270-188|GJ    56.1|GJ  9050|HIC   6097|HIP   6097|LFT  123|L  797-26|LP  707-58|LPM  67|LTT   721|2MASS J01181599-1253581|NLTT  4349|PLX  268.1|PLX  268.10|PM J01182-1253|PM 01158-1309|PPMX J011816.0-125359|TYC 5276-1039-1|UCAC2  27221564|UCAC3 155-3259|UCAC4 386-001451|USNO-B1.0 0771-00015550|[RHG95]   256" "" "" "" "01 18 16.0098" "-12 53 59.380" "High proper-motion Star" M2 42.010 -0.0000070 11.795999526977539 22.1200 pc ST-L
"CD-48   329" "" "L  293-94|CD-48   329|CF   363|CSI-48-01157|DENIS J011759.3-480901|GJ  9051|GJ    56.2|HIC   6075|HIP   6075|LTT   720|2MASS J01175940-4809009|NLTT  4340|PLX  269.1|PLX  269.10|PM J01179-4809|Smethells 185|TYC 8036-383-1|UCAC3 84-2640|UCAC4 210-001117|USNO-B1.0 0418-00009388|[RHG95]   257" "" "" "" "01 17 59.3780" "-48 09 01.117" "High proper-motion Star" "" 28.490 -0.0000480 11.57699966430664 "" "" ""
"HD   7895" "" "LHS  1230|** EGN    1|** HJ 5453A|ADS  1057 A|AG-01  114|AGKR  1123|BD-01   167|CCDM J01187-0052A|Ci 20   94|CSI-01   167  1|Gaia DR1 2533723666018385408|GC  1582|GCRV   754|GEN# +1.00007895A|GEN# +1.10007895|G  70-51|G 271-32|GJ    56.3 A|GJ  9052 A|HD   7895|HIC   6130|HIP   6130|IDS 01135-0123 A|LFT  124|LPM  68|LTT   723|2MASS J01184107-0052030|NLTT  4362|PLX  269|PM 01161-0108|PPM 174875|SAO 129219|SKY#  1978|SRS   3710|TYC 4682-1278-1|UBV    1396|UBV M   8091|uvby98 100007895 A|WDS J01187-0052A|WDS J01187-0052Aa,Ab|WEB  1377|YZC 21   243|YZ   0  3339|YZ  91   243" "" "" "HD 7895" "01 18 41.0997" "-00 52 03.256" "High proper-motion Star" K1V 36.180 0.0000540 8.0 "" "" ""
"HD   7895B" "" "LHS  1229|** HJ 5453B|ADS  1057 B|BD-01   167B|CCDM J01187-0052B|CSI-01   167  2|GEN# +1.00007895B|G  70-50|G 271-31|GJ  9052 B|GJ    56.3 B|HD   7895B|IDS 01135-0123 B|LFT  125|LPM  69|LTT   724|2MASS J01184018-0052275|NLTT  4361|PPM 701162|StKM 2-115|TYC 4682-2798-1|UBV    1397|UCAC4 446-001678|WDS J01187-0052B|[RHG95]   259" "" "" "HD 7895B" "01 18 40.2159" "-00 52 27.825" "High proper-motion Star" K7Ve "" 0.0000630 10.678999900817871 "" "" ""
"BD+79    38" "" "G 242-78|ASCC    4814|BD+79    38|Gaia DR1 565471717699614080|GCRV 51494|GEN# +0.07900038|G 245-22|GJ  9053|GJ    56.4|HIC   6344|HIP   6344|LSPM J0121+8009|LTT 10482|2MASS J01213098+8009063|MCC  91|NLTT  4387|PLX  263|PLX  263.00|StKM 2-118|TYC 4502-20-1|UBV    1582|UBV M   4905|UCAC4 851-001572|USNO-B1.0 1701-00006537|WEB  1411|[RHG95]   260" "" "" "" "01 21 30.9120" "+80 09 06.480" "High proper-motion Star" K5V 41.160 -0.0000680 9.647000312805176 "" "" ""
"HD   7924" "" "HD   7924|AG+76   48|BD+75    58|Gaia DR1 560130771247957248|GCRV   766|GEN# +1.00007924|GJ    56.5|GJ  9054|GSC 04494-01346|HIC   6379|HIP   6379|IRAS 01178+7626|2MASS J01215911+7642372|PLX  270|PLX  270.00|PPM   4675|SAO   4386|SKY#  2059|SPOCS   67|TYC 4494-1346-1|UBV    1405|UBV M   8096|WEB  1412|[HFE83]   70" "" "" "HD 7924" "01 21 59.1136" "+76 42 37.039" Star K0.5V 58.790 -0.0000780 7.166999816894531 "" "" ""
"HD   8389" "" "G 272-9|** GAL  307A|** KPR    6A|** LDS   46A|BD-13   249|CCDM J01230-1258A|CSI-13   249  1|Gaia DR1 2456361443772196608|GCRV   787|GEN# +1.10008389|GEN# +1.00008389A|GJ  9055 A|GJ    57.1 A|HD   8389|HIC   6456|HIP   6456|L  797-24|LTT   761|2MASS J01230259-1257577|NLTT  4603|PLX  283|PMSC 01180-1329A|PPM 210109|1RXS J012302.3-125806|SAO 147768|SKY#  2088|TYC 5276-1431-1|UBV    1466|WDS J01230-1258A|WEB  1428|YZC 11   289" "" "" "HD 8389" "01 23 02.6386" "-12 57 57.845" "High proper-motion Star" K0VCN+2 33.480 0.0001160 7.840000152587891 "" "" ""
"G 272-8" "" "G 272-8|** GAL  307BC|** LDS   46BC|** KUI    6|CCDM J01230-1258BC|CSI-13   249  3|CSI-13   249  2|DENIS J012300.6-125729|GEN# +1.20008389|GEN# +1.00008389B|GJ    57.1 C|GJ    57.1 B|GJ  9055 B|GSC 05276-02119|LP  707-104|LTT   759|2MASS J01230055-1257298|NLTT  4599|PM J01230-1257W|PMSC 01180-1329BC|StKM 2-122|TYC 5276-2119-1|UBV    1467|UCAC2  27221678|UCAC3 155-3463|UCAC4 386-001540|WDS J01230-1258BC|[RHG95]   277|[RHG95]   276" "" "" "" "01 23 00.614" "-12 57 30.21" "High proper-motion Star" M1V "" "" 10.300000190734863 "" "" ""
"HD   8553" "" "LHS  1246|AG+18  112|ASCC  832194|BD+17   202|Ci 20  101|Gaia DR1 2786053063377432448|GC  1702|GCRV   800|GEN# +1.00008553|G  33-56|G  34-28|GJ  9056|HD   8553|HIC   6613|HIP   6613|LFT  132|LSPM J0124+1829|LTT 10506|2MASS J01245392+1829599|NLTT  4698|PLX  289|PLX  289.00|PM 01222+1815|PPM 117314|SAO  92422|TYC 1200-98-1|UBV M   8160|UCAC2  38191658|USNO-B1.0 1084-00020752|WEB  1447|YZC 18   401|YZ  18   401|[SMM2006] SPG 176" "" "" "HD 8553" "01 24 53.9442" "+18 29 59.756" "High proper-motion Star" K0 32.090 0.0000230 8.489999771118164 "" "" ""
"BD+33   256" "" "BD+33   256|** A 1913C|ADS  1227 C|AG+34  146|CCDM J01345+3440C|Gaia DR1 318700798294912000|GEN# +0.03300256|GJ  9057|GSC 02301-01520|HIC   7334|HIP   7334|IDS 01288+3409 C|2MASS J01342738+3440435|PLX  324|PLX  324.00|PPM  66403|SAO  54791|TYC 2301-1520-1|UBV    1628|UBV M   2342|WDS J01345+3440C" "" "" "" "01 34 27.3925" "+34 40 43.673" Star F8 4.740 -0.0000150 9.5 "" "" ""
"CD-47   502" "" "CD-47   502|CF   464|CPD-47   195|Gaia DR1 4954335451286293632|GEN# -0.04700502|GJ    65.2|GJ  9058|GSC 08040-01092|HIC   7743|HIP   7743|2MASS J01394176-4630357|PLX  348.1|PLX  348.10|PPM 306111|RAVE J013941.8-463036|TYC 8040-1092-1|UBV M   6338|[CS62] E1  60" "" "" "" "01 39 41.7689" "-46 30 35.823" "High proper-motion Star" M0 28.310 0.0001190 9.890000343322754 8517.0000 kpc ST-L
"HD  10145" "" "LHS  1283|AG+66  114|AGKR  1452|ASCC   69121|BD+66   145|Ci 18  231|Ci 20  117|Gaia DR1 519478218597887488|GC  2029|GCRV   936|GEN# +1.00010145|G 244-31|GJ  9059|HD  10145|HIC   7902|HIP   7902|LAL  2966|LFT  148|LSPM J0141+6654|LTT 10587|2MASS J01413768+6654359|NLTT  5585|PLX  345|PLX  345.00|PPM  13173|SAO  11913|SKY#  2538|SPOCS   93|TYC 4043-713-1|UBV    1701|UBV M   8331|USNO-B1.0 1569-00035686|uvby98 100010145|WEB  1683" "" "" "HD 10145" "01 41 37.7303" "+66 54 35.794" "High proper-motion Star" G5V 26.630 0.0000600 7.699999809265137 "" "" ""
"HD  10513" "" "LTT   918|CD-46   473|CPC  0   793|CPD-46   177|Gaia DR1 4955204615227941120|GCRV 51936|GEN# +1.00010513|GJ    67.2|GJ  9060|HD  10513|HIC   7896|HIP   7896|2MASS J01413410-4525101|NLTT  5671|NSV   595|PLX  359|PLX  359.00|PPM 306141|SAO 215616|TYC 8040-176-1|UBV    1743|UBV M   8378|WEB  1685|[CS62] E1  58" "" "" "HD 10513" "01 41 34.0969" "-45 25 10.233" "High proper-motion Star" G5V 12.230 -0.0000150 9.3100004196167 "" "" ""
"* chi Cet" "" "* chi Cet|*  53 Cet|** ENG    8A|AKARI-IRC-V1 J0149350-104111|BD-11   352|CCDM J01495-1042A|FK5 1051|GC  2212|GCRV  1021|GEN# +1.00011171A|GJ  9061 A|GSC 05278-02438|HD  11171|HIC   8497|HIP   8497|HR   531|IDS 01447-1111 A|JP11   541|2MASS J01493510-1041110|N30  374|PHL  7899|PLX  382|PMC 90-93   690|PPM 210688|ROT   257|SACS  34|SAO 148036|SKY#  2695|SRS  31051|TD1  1039|TYC 5278-2438-1|UBV    1842|UBV M   8444|uvby98 100011171 A|WDS J01496-1041A|WEB  1807|YZC 11   406|[HFE83]  100" "" "" "HD 11171" "01 49 35.1031" "-10 41 11.067" "High proper-motion Star" F0V 43.130 -0.0000060 4.679999828338623 "" "" ""
"V* EZ Cet" "" "V* EZ Cet|* chi Cet B|** ENG    8B|AKARI-IRC-V1 J0149232-104213|BD-11   351|CCDM J01495-1042B|GC  2210|GCRV  1019|GEN# +1.00011131|GJ  9061 B|GSC 05278-02439|HD  11131|HIC   8486|HIP   8486|IDS 01447-1111 B|2MASS J01492335-1042125|NSV 15392|PPM 210682|RBS   244|1RXS J014923.8-104212|SAO 148033|SKY#  2693|SRS   4037|TYC 5278-2439-1|UBV    1837|UBV    1843|uvby98 100011131|WDS J01496-1041B|WEB  1802|YZC 11   405" "" "" "HD 11131" "01 49 23.3557" "-10 42 12.859" "Variable of BY Dra type" G3V 44.320 -0.0000130 6.754000186920166 22.5600 pc ST-L
"* alf Tri" "NAME Mothallah" "V* alf Tri|*   2 Tri|* alf Tri|AG+29  233|ASCC  652427|BD+28   312|CCDM J01531+2935A|CSI+28   312  1|1E 0150.2+2919|2E   495|2E 0150.2+2919|1ES 0150+29.3|2EUVE J0153+29.5|EUVE J0153+29.5|FK5   64|GC  2272|GCRV  1046|GEN# +1.00011443|GJ    78.1|GJ  9062|GSC 01763-03028|HD  11443|HIC   8796|HIP   8796|HR   544|IDS 01474+2906 A|IRAS 01502+2919|IRC +30031|JP11   547|LSPM J0153+2934|LTT 10647|2MASS J01530489+2934442|N30  387|NAME Mothallah|NLTT  6290|PLX  390|PLX  390.00|PMC 90-93    46|PPM  91161|RBS   250|ROT   264|RX J0153.0+2934|1RXS J015305.0+293440|SAO  74996|SBC7    65|SBC9 94|SKY#  2767|SRS  30064|TD1  1077|TYC 1763-3028-1|UBV    1876|UBV M   8470|USNO-B1.0 1195-00024212|uvby98 100011443|WDS J01531+2935A|WEB  1850|[HFE83]  106|[ZEH2003] RX J0153.0+2934  1" "" "" "HD 11443" "01 53 04.9071" "+29 34 43.780" "Spectroscopic binary" F5III 51.500 -0.0000420 3.4200000762939453 "" "" ""
"HD  11964" "" "G 272-126|** GAL  315A|** LDS   60A|AKARI-IRC-V1 J0157094-101434|BD-10   403|CCDM J01572-1015A|Ci 20  135|Ci 18  259|CSI-10   403  1|GC  2351|GCRV 52424|GEN# +1.00011964A|GJ    81.1 A|GJ  9063 A|HD  11964A|HD  11964|HIC   9094|HIP   9094|IDS 01522-1043 A|IRAS 01547-1029|LTT  1036|NLTT  6529|PLX  406|PPM 210868|SAO 148123|SKY#  2857|SPOCS  105|TD1  1124|TYC 5278-2314-1|UBV    1969|UBV M   8545|uvby98 100011964 A|WDS J01572-1015A|WEB  1909|YZC 11   438" "" "" "HD 11964A" "01 57 09.6076" "-10 14 32.733" "High proper-motion Star" G9VCN+1 30.440 -0.0000310 6.420000076293945 33.9790 pc ST-L
"HD  11964B" "" "G 272-127|** LDS   60B|** GAL  315B|BD-10   403B|CCDM J01572-1015B|CSI-10   403  2|GEN# +1.00011964B|GJ  9063 B|GJ    81.1 B|HD  11964B|IDS 01522-1043 B|LP  709-81|LTT  1039|2MASS J01571110-1014528|NLTT  6530|PPM 709944|RAVE J015711.1-101453|StKM 2-169|TYC 5278-2442-1|UCAC2  28128241|UCAC4 399-002156|WDS J01572-1015B|[RHG95]   347" "" "" "HD 11964B" "01 57 11.055" "-10 14 53.31" "High proper-motion Star" M0.0Ve "" -0.0000330 10.5600004196167 462.1360 kpc ST-L
"HD  12058" "" "LPM  93|CD-60   379|Cl* Melotte   25    EGG      11|CPC 20.1   377|CPD-60   167|Gaia DR1 4714571101010006016|GC  2356|GEN# +1.00012058|GJ  9064|GJ    81.2|HD  12058|HIC   9044|HIP   9044|LTT  1042|2MASS J01563250-6013359|NLTT  6543|PLX  411.1|PLX  411.10|PPM 352663|SAO 248469|TYC 8851-546-1|UBV M   8559|UGP  24" "" "" "HD 12058" "01 56 32.4939" "-60 13 35.896" "High proper-motion Star" K4.5Vk: 49.740 0.0000010 8.607999801635742 19.9400 pc ST-L
"HD  12042" "" "LTT  1044|CD-52   397|Ci 20  136|CPC 19   612|CPD-52   242|GC  2365|GCRV 52440|GEN# +1.00012042|GJ  9065|GJ    81.3|HD  12042|HIC   9085|HIP   9085|HR   573|2MASS J01565997-5145587|NLTT  6553|PLX  411.00|PLX  411|PPM 331475|SAO 232581|SKY#  2854|TD1  1136|TYC 8047-1138-1|UBV M   8556|UBV    1985|uvby98 100012042|WEB  1906" "" "" "HD 12042" "01 56 59.9849" "-51 45 58.486" "High proper-motion Star" F8.5Fe-0.7 37.220 0.0000120 6.099999904632568 "" "" ""
"GJ    83.1" "" "V* TZ Ari|CSI+12-01575|2E   510|2E 0157.5+1249|GALEX 6377389729346749191|G   3-33|G  73-12|GJ    83.1|GJ  9066|GSC 00629-01255|JP11  5196|LFT  171|LHS    11|L 1159-16|LP  469-42|LSPM J0200+1303|LTT 10681|2MASS J02001278+1303112|NLTT  6690|8pc 224.80|PLX  412.02|PM J02002+1303|PM 01575+1250|RX J0200.2+1303|1RXS J020012.5+130317|UBV M  43000|UCAC2  36403434|UCAC4 516-003340|USNO-B1.0 1030-00025765|USNO 109|Zkh  36|[GKL99]  52|[GS83]  70|[R78b]  95|[RHG95]   358|[ZEH2003] RX J0200.2+1303  1" "" "" "" "02 00 12.959" "+13 03 07.01" "Flare Star" M4.5V 222.000 -0.0000940 12.29800033569336 5.0000 pc ST-L
"BD+03   275" "" "LHS  5049|** OSV    1A|ASCC 1097155|BD+03   275|CCDM J02021+0357A|Ci 20  140|Gaia DR1 2517912310853411200|GCRV 52511|GCRV  1122|G  73-18|G  71-50|G 159-25|GJ  9067 A|HIC   9488|HIP   9488|IDS 01569+0327 A|LSPM J0202+0356S|LTT 10689|2MASS J02020316+0356250|NLTT  6797|PLX  419.1|StKM 2-176|TYC   40-758-1|UCAC2  32985498|UCAC4 470-002731|USNO-B1.0 0939-00026449|WDS J02021+0355A|WEB  1993|Wolf  109|[R78b]  97" "" "" "" "02 02 03.1742" "+03 56 25.122" "High proper-motion Star" K5V 27.810 -0.0001660 10.604999542236328 "" "" ""
"BD+03   275B" "" "LHS  5048|** OSV    1B|BD+03   275B|CCDM J02021+0357B|G  73-19|G  71-51|GJ  9067 B|IDS 01569+0327 B|LSPM J0202+0356N|LTT 10690|2MASS J02020347+0356422|NLTT  6796|PM J02020+0356N|UCAC4 470-002732|USNO-B1.0 0939-00026450|WDS J02021+0355B|Wolf  109 B|[RHG95]   362" "" "" "" "02 02 03.48" "+03 56 42.2" "High proper-motion Star" M2 "" "" 13.390999794006348 "" "" ""
"Wolf  110" "" "LHS    12|ASCC 1004339|Ci 20  141|CSI+05-02001|GEN# +9.80003036|G   3-36|G  71-54|G  73-22|GJ  9068|GSC2 N3213123127|HIC   9560|HIP   9560|JP11  5197|LFT  173|LSPM J0202+0542|LTT 10692|2MASS J02025226+0542205|NLTT  6832|PLX  422|PLX  422.00|PM J02028+0542|PM 02001+0528|StKM 2-178|TYC   43-72-1|UCAC2  33687354|UCAC4 479-002823|USNO-B1.0 0957-00020858|USNO 495|VVO 304|Wolf  110" "" "" "" "02 02 52.1501" "+05 42 20.957" "High proper-motion Star" sdM0.0 32.380 0.0000900 12.303999900817871 "" "" ""
"HD  12759A" "" "GJ  9069 A|** RST 2272A|CCDM J02039-4525A|GJ    83.4 A|HD  12759A|IDS 01599-4554 A|TYC 8042-581-1|WDS J02039-4525A" "" "" "HD 12759A" "02 03 55.252" "-45 24 46.45" "High proper-motion Star" "" "" "" 7.369999885559082 "" "" ""
"HD  12759B" "" "CD-46   604B|** RST 2272B|CCDM J02039-4525B|CPD-46   204B|CSI-46   604 23|GJ    83.4 B|GJ  9069 B|HD  12759B|IDS 01599-4554 B|TYC 8042-581-2|WDS J02039-4525B|[RHG95]   368" "" "" "HD 12759B" "02 03 55.174" "-45 24 47.51" "High proper-motion Star" "" "" "" 13.520000457763672 "" "" ""
"CD-28   657" "" "LHS  1337|** LDS   67A|CCDM J02054-2804A|CD-28   657|CSI-28   657 21|Gaia DR1 5021412257649943040|G 274-145|GJ    84.1 A|GJ  9070 A|HIC   9749|HIP   9749|IDS 02008-2833 A|LFT  179|L  583-53|LTT  1098|2MASS J02052361-2804116|NLTT  6979|PLX  433.1|PM J02053-2804|PM 02031-2819|TYC 6432-2332-1|UCAC4 310-002088|WDS J02053-2803A|[RHG95]   372" "" "" "" "02 05 23.6523" "-28 04 11.038" "High proper-motion Star" M1+V 38.120 0.0000120 10.875 23.2400 pc ST-L
"L  583-52" "" "LHS  1338|** LDS   67B|CCDM J02054-2804B|CSI-28   657 22|GEN# +9.80274146|G 274-146|GJ  9070 B|GJ    84.1 B|IDS 02008-2833 B|LFT  178|L  583-52|LP  883-12|LP  885-12|LTT  1097|2MASS J02052466-2803152|NLTT  6980|PM J02054-2803|PM 02031-2818|UCAC4 310-002090|WDS J02053-2803B|[RHG95]   373" "" "" "" "02 05 24.67" "-28 03 15.2" "High proper-motion Star" M4 "" "" 12.803000450134277 "" "" ""
"G 134-1" "" "LHS  1343|** LMP   27A|** BKO   12A|** WOR    1A|AC +44    87|ASCC  305717|CCDM J02069+4511A|Ci 20  146|CSI+44-02038|GCRV  1156|G 173-36|G 134-1|GJ  9071|GJ    84.2 A|GJ  9071 A|HIC   9867|HIP   9867|IDS 02007+4443 A|LFT  181|LSPM J0206+4511|LTT 10708|2MASS J02065718+4511045|NLTT  7008|PLX  433.00|PLX  433|PM J02069+4511|StKM 2-183|TYC 3281-329-1|UCAC4 676-011083|USNO-B1.0 1351-00041695|V* V374 And|WDS J02070+4512A|WEB  2071|[RHG95]   376" "" "" "" "02 06 57.2137" "+45 11 04.058" "High proper-motion Star" M0V 53.500 0.0002070 10.23900032043457 "" "" ""
"G 134-1" "" "LHS  1343|** LMP   27A|** BKO   12A|** WOR    1A|AC +44    87|ASCC  305717|CCDM J02069+4511A|Ci 20  146|CSI+44-02038|GCRV  1156|G 173-36|G 134-1|GJ  9071|GJ    84.2 A|GJ  9071 A|HIC   9867|HIP   9867|IDS 02007+4443 A|LFT  181|LSPM J0206+4511|LTT 10708|2MASS J02065718+4511045|NLTT  7008|PLX  433.00|PLX  433|PM J02069+4511|StKM 2-183|TYC 3281-329-1|UCAC4 676-011083|USNO-B1.0 1351-00041695|V* V374 And|WDS J02070+4512A|WEB  2071|[RHG95]   376" "" "" "" "02 06 57.2137" "+45 11 04.058" "High proper-motion Star" M0V 53.500 0.0002070 10.23900032043457 "" "" ""
"GSC 03281-00410" "" "GJ    84.2 B|** WOR    1B|CCDM J02069+4511B|GJ  9071 B|GSC 03281-00410|IDS 02007+4443 B|2MASS J02065591+4511249|UCAC4 676-011080|WDS J02070+4512B|[RHG95]   377" "" "" "" "02 06 55.905" "+45 11 24.90" Star "" "" "" 13.960000038146973 "" "" ""
"* alf Ari" "NAME Hamal" "LTT 10711|*  13 Ari|* alf Ari|AG+23  175|ASCC  744576|BD+22   306|CSV 100163|FK5   74|GC  2538|GCRV  1160|GEN# +1.00012929|GJ    84.3|GJ  9072|GSC 01758-02416|HD  12929|HIC   9884|HIP   9884|HR   617|IRAS 02043+2313|IRC +20038|JP11   587|LSPM J0207+2327|2MASS J02071038+2327447|N30  431|NAME Hamal|NLTT  7032|NSV   725|PLX  436|PLX  436.00|PMC 90-93    52|PPM  91373|RAFGL 5063|ROT   295|SAO  75151|SKY#  3115|SRS  30074|SV* ZI   111|TD1  1227|TYC 1758-2416-1|UBV    2137|UBV M   8692|USNO-B1.0 1134-00030670|USNO 800|uvby98 100012929|WEB  2075|[B10]   447" "" "" "HD 12929" "02 07 10.4057" "+23 27 44.703" "High proper-motion Star" K2-IIIbCa-1 49.560 -0.0000490 2.009999990463257 "" "" ""
"HD  13043" "" "LTT  1107|** LDS 3346A|AG-00  223|BD-01   293|CCDM J02076-0037A|Ci 20  147|CSI-01   293  1|GC  2548|GCRV  1162|GEN# +1.00013043A|GJ  9073 A|HD  13043|HIC   9911|HIP   9911|2MASS J02073429-0037022|NLTT  7066|PLX  438|PPM 175047|SAO 129706|SKY#  3121|SPOCS  113|TYC 4689-1230-1|UBV    2150|uvby98 100013043 A|WDS J02076-0037A|WEB  2078|YZ  90   430" "" "" "HD 13043" "02 07 34.2727" "-00 37 02.708" "High proper-motion Star" G2V 27.060 -0.0001310 6.900000095367432 "" "" ""
"HD  13043B" "" "G 159-35|** LDS 3346B|AG-00  222|BD-01   293B|CCDM J02076-0037B|CSI-00-02049|CSI-01   293  2|GEN# +1.00013043B|GEN# +9.80159035|GJ  9073 B|HD  13043B|LTT  1106|NLTT  7064|PPM 175046|Ross  681|StKM 2-187|TYC 4689-890-1|UBV    2144|UCAC4 448-002631|WDS J02076-0037B|[RHG95]   380" "" "" "HD 13043B" "02 07 32.2972" "-00 35 49.232" "High proper-motion Star" K7V "" "" 10.446999549865723 "" "" ""
"Ross   17" "" "LHS  1348|Ci 20  150|CSI+35-02071|G  74-4|G 133-69|GJ  9074|GJ    85.1|LFT  184|LSPM J0210+3525|LTT 10730|2MASS J02100486+3525504|NLTT  7182|PLX  440|PLX  440.00|Ross   17|USNO-B1.0 1254-00031278|[RHG95]   385" "" "" "" "02 10 04.86" "+35 25 50.4" "High proper-motion Star" M3 31.700 -0.0005710 13.739999771118164 "" "" ""
"*  66 Cet" "" "*  66 Cet|** STF  231A|** TOK   39|ADS  1703 A|AKARI-IRC-V1 J0212476-022338|BD-03   336|CCDM J02128-0223A|CSI-03   336  1|GC  2652|GCRV  1210|GEN# +1.00013612A|GEN# +1.10013612|GJ  9075 A|GJ    87.1 A|GSC 04690-01110|HD  13612|HIC  10305|HIP  10305|HR   650|IRAS 02102-0237|LTT  1139|2MASS J02124751-0223369|NLTT  7323|PLX  456|PMSC 02077-0251Aab|PMSC 02077-0251A|PPM 184347|PPMX J021247.5-022337|SAO 129752|SBC9 2547|SKY#  3248|TD1  1286|TYC 4690-1110-1|UBV    2224|USNO-B1.0 0876-00036986|uvby98 100013612 A|WDS J02128-0224Aa,Ab|WDS J02128-0224A|WEB  2150|YPAC 290|YZ  92   527" "" "" "HD 13612" "02 12 47.5438" "-02 23 37.072" "Spectroscopic binary" F8V 25.190 -0.0000200 5.679999828338623 "" "" ""
"*  66 Cet B" "" "LTT  1138|*  66 Cet B|** STF  231B|ADS  1703 B|BD-03   335|CCDM J02128-0223B|GC  2650|GCRV  1211|GEN# +1.00013612B|GJ  9075 B|GJ    87.1 B|HD  13612B|HIC  10303|HIP  10303|2MASS J02124661-0223469|NLTT  7321|PMSC 02077-0251B|PPM 184344|SAO 129751|SPOCS  117|TYC 4690-1111-1|UBV    2225|uvby98 100013612 B|WDS J02128-0224B|WEB  2151|YZ  92   526" "" "" "HD 13612B" "02 12 46.6503" "-02 23 46.846" "High proper-motion Star" G1V 20.890 -0.0000180 7.739999771118164 "" "" ""
"HD  13959" "" "CCDM J02159+0638AB|** A 2013|ADS  1729 AB|AG+06  236|BD+05   307|CSI+05   307  1|DO   418|GCRV 52788|GEN# +1.00013959J|GJ  9076|GJ    91.1|GSC 00044-01047|HD  13959|HIC  10552|HIP  10552|2MASS J02155340+0637349|MCC 221|PLX  462.1|PPM 145435|SAO 110435|Tou  374|UBV    2284|VVO  94|WDS J02159+0638AB|WEB  2218|YZ   6   846|[R78b] 123" "" "" "HD 13959" "02 15 53.4047" "+06 37 34.796" "Double or multiple star" K4V 27.830 -0.0000010 9.069999694824219 "" "" ""
"HD  13959A" "" "BD+05   307A|** A 2013A|ADS  1729 A|CCDM J02159+0638A|CSI+05   307  2|GJ  9076 A|GJ    91.1 A|HD  13959A|IDS 02106+0610 A|TYC   44-1047-2|WDS J02159+0638A" "" "" "HD 13959A" "02 15 53.407" "+06 37 34.74" "High proper-motion Star" "" "" "" 9.680000305175781 "" "" ""
